file,comp,C_succ_nodes,C_succ_edges,P_succ_nodes,P_succ_edges,Z_succ_nodes,Z_succ_edges,C_ind_nodes,C_ind_edges,P_ind_nodes,P_ind_edges,Z_ind_nodes,Z_ind_edges,C_bet_nodes,C_bet_edges,P_bet_nodes,P_bet_edges,Z_bet_nodes,Z_bet_edges
grafo6346.43.gml,0,33079,111280,17991,96192,15764,93965,129173,426194,86788,383809,79379,376400,36249,128397,18290,110438,15848,107996
grafo1471.24.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8992.66.gml,0,117074,404466,60744,348136,50940,338332,468525,1551335,313270,1396080,287644,1370454,136015,489534,63950,417469,53508,407027
grafo5185.41.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5571.39.gml,0,28978,96100,15702,82824,13726,80848,116612,383454,78344,345186,72336,339178,32382,112584,16024,96226,13898,94100
grafo4908.80.gml,0,55194,191440,28898,165144,24628,160874,185972,622000,122072,558100,111752,547780,60465,215112,29378,184025,25012,179659
grafo153.21.gml,0,14020,44284,8240,38504,7132,37396,75474,245094,52528,222148,48500,218120,17334,58216,8634,49516,7566,48448
grafo9770.79.gml,0,92384,322728,47696,278040,40688,271032,339603,1130067,225873,1016337,205909,996373,103111,375138,49414,321441,42249,314276
grafo1141.47.gml,0,9584,30878,5488,26782,4874,26168,41262,135012,28276,122026,25994,119744,10646,35970,5632,30956,4868,30192
grafo8851.90.gml,0,96359,340398,49094,293133,41006,285045,309167,1038116,201268,930217,183158,912107,105047,380636,50212,325801,42050,317639
grafo6056.39.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1199.27.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3615.44.gml,0,12029,38811,7010,33792,6175,32957,56661,185065,39026,167430,35995,164399,14229,47679,7134,40584,6221,39671
grafo6220.36.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6436.74.gml,0,29474,99088,15846,85460,14000,83614,113744,375858,76532,338646,70128,332242,31324,112730,16108,97514,14130,95536
grafo6971.81.gml,0,106230,370282,54566,318618,45374,309426,379474,1264134,250114,1134774,229162,1113822,116542,427054,56124,366636,46714,357226
grafo2949.12.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3965.57.gml,0,20120,67584,11051,58515,9164,56628,67279,223243,44181,200145,40580,196544,20210,72455,10513,62758,9148,61393
grafo11593.36.gml,0,54846,187494,29330,161978,24794,157442,218988,723828,147680,652520,135820,640660,60724,218718,29968,187962,25532,183526
grafo9613.67.gml,0,61672,208430,33156,179914,28428,175186,260881,859317,175818,774254,161857,760293,71086,252937,34457,216308,29652,211503
grafo10398.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5294.58.gml,0,18020,59599,10084,51663,8889,50468,76097,249996,51822,225721,47531,221430,20012,69804,10328,60120,9099,58891
grafo6791.59.gml,0,25758,86721,14079,75042,12198,73161,98257,324828,65718,292289,60634,287205,28354,99144,14369,85159,12293,83083
grafo8198.99.gml,0,291726,1052163,141327,901764,115959,876396,833820,2833867,530073,2530120,479577,2479624,317852,1167171,144465,993784,120047,969366
grafo11361.38.gml,0,2706,8118,1752,7164,1548,6960,13222,42846,9164,38788,8528,38152,2674,9258,1712,8296,1516,8100
grafo5125.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7157.43.gml,0,11478,37790,6298,32610,5196,31508,35772,118488,23260,105976,21346,104062,10790,38614,6192,34016,5036,32860
grafo5998.38.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6370.51.gml,0,113377,395554,58610,340787,48574,330751,423422,1407755,281149,1265482,258073,1242406,124768,460100,60335,395667,50124,385456
grafo7197.52.gml,0,14364,46542,8274,40452,7152,39330,62631,205539,42804,185712,39648,182556,16239,55344,8355,47460,7239,46344
grafo5155.36.gml,0,10664,33752,6114,29202,5378,28466,56006,181642,39037,164673,36243,161879,12453,42331,6380,36258,5599,35477
grafo4733.73.gml,0,57728,201924,29514,173710,25118,169314,180124,604588,117608,542072,106812,531276,59790,219206,29748,189164,25344,184760
grafo1533.50.gml,0,18902,62391,10376,53865,9191,52680,82214,269233,56184,243203,51622,238641,20571,72924,10625,62978,9491,61844
grafo4476.68.gml,0,97705,340788,49926,293009,42648,285731,364732,1211559,243179,1090006,222099,1068926,107414,394988,51782,339356,43817,331391
grafo6355.41.gml,0,40480,138208,21552,119280,18232,115960,148033,491343,98787,442097,90306,433616,43471,156452,22076,135057,18701,131682
grafo5550.42.gml,0,22102,72678,12210,62786,10640,61216,100212,327808,68646,296242,63255,290851,25287,87955,12722,75390,11005,73673
grafo1707.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1272.26.gml,0,4095,12454,2508,10867,2232,10591,22591,72928,15722,66059,14682,65019,4661,15602,2614,13555,2332,13273
grafo3274.52.gml,0,26303,86714,14607,75018,12570,72981,117473,384818,79972,347317,73955,341300,29438,104317,14839,89718,12819,87698
grafo469.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo783.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10315.98.gml,0,148164,525943,73589,451368,60819,438598,468894,1577339,305845,1414290,277239,1385684,159470,587911,75299,503740,62117,490558
grafo3142.39.gml,0,11416,35972,6692,31248,5835,30391,57882,188164,40050,170332,37125,167407,13556,45516,6846,38806,6079,38039
grafo7296.42.gml,0,18351,60727,10091,52467,8826,51202,70903,233461,47789,210347,43660,206218,19561,68617,10199,59255,8902,57958
grafo8843.96.gml,0,81598,284691,42030,245123,34844,237937,279960,933679,184036,837755,168508,822227,85384,317275,42678,274569,35728,267619
grafo8048.68.gml,0,84558,291236,43668,250346,36860,243538,312530,1037352,207049,931871,190031,914853,95013,340305,45304,290596,38099,283391
grafo9826.67.gml,0,176773,625898,88434,537559,73611,522736,617933,2064358,407606,1854031,373274,1819699,193452,716428,89904,612880,74394,597370
grafo3414.36.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5454.38.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9788.80.gml,0,337834,1206242,167886,1036294,140266,1008674,1260328,4205794,834608,3780074,764414,3709880,393452,1445489,178184,1230221,147336,1199373
grafo1159.26.gml,0,2788,8388,1772,7372,1604,7204,14243,46045,9892,41694,9165,40967,3051,10052,1763,8764,1573,8574
grafo10895.98.gml,0,174968,634092,84520,543644,69886,529010,455337,1556087,285971,1386721,257170,1357920,182849,678360,85838,581349,70547,566058
grafo9348.77.gml,0,27923,95619,14908,82604,13214,80910,94215,314021,62410,282216,56694,276500,29531,104839,14874,90182,12616,87924
grafo3117.38.gml,0,11760,38148,6976,33364,5880,32268,62041,200707,43424,182090,40412,179078,13051,44892,6728,38569,5877,37718
grafo8439.71.gml,0,47399,162253,25124,139978,21405,136259,158079,528051,104450,474422,95413,465385,49063,178497,24656,154090,20887,150321
grafo2793.21.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8486.85.gml,0,130508,463224,65340,398056,54972,387688,421431,1415365,273866,1267800,249632,1243566,142816,522125,67449,446758,56681,435990
grafo508.20.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10100.99.gml,0,332996,1215689,158832,1041525,129099,1011792,880938,3011721,549804,2680587,496961,2627744,355194,1324889,163234,1132929,132709,1102404
grafo2605.32.gml,0,4472,13706,2675,11909,2388,11622,21674,70286,15109,63721,13978,62590,4858,16226,2689,14057,2380,13748
grafo2973.37.gml,0,2065,6310,1330,5575,1180,5425,7975,25990,5380,23395,4900,22915,1975,6510,1120,5655,1110,5645
grafo10697.95.gml,0,104776,369744,53716,318684,44684,309652,345382,1158388,224935,1037941,205479,1018485,114895,417482,55301,357888,45441,348028
grafo768.28.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7923.62.gml,0,105230,367060,54098,315928,44748,306578,367662,1226202,241538,1100078,221112,1079652,115450,421087,55183,360820,46214,351851
grafo11477.36.gml,0,12624,41737,7282,36395,6213,35326,47418,156435,31687,140704,29312,138329,13152,46014,7213,40075,5981,38843
grafo2395.28.gml,0,5498,17160,3272,14934,2862,14524,25180,81952,17363,74135,16072,72844,5897,19940,3258,17301,2872,16915
grafo4354.76.gml,0,143590,499990,74090,430490,62850,419250,591942,1960002,398384,1766444,365322,1733382,168810,612332,78608,522130,65736,509258
grafo154.33.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4223.59.gml,0,69232,236641,36759,204168,30877,198286,272608,901949,182346,811687,167739,797080,80636,282852,37955,240171,32278,234494
grafo7419.44.gml,0,17374,56279,9856,48761,8657,47562,81589,266466,55814,240691,51621,236498,20546,69702,10354,59510,8903,58059
grafo113.28.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4948.78.gml,0,70644,246562,36464,212382,30898,206816,240812,804586,158136,721910,144614,708388,77506,279074,37326,238894,31432,233000
grafo5587.48.gml,0,4472,13706,2675,11909,2388,11622,21674,70286,15109,63721,13978,62590,4858,16226,2689,14057,2380,13748
grafo10988.98.gml,0,102172,360012,52536,310376,42994,300834,339842,1136808,222072,1019038,202880,999846,109104,402632,52394,345922,43790,337318
grafo298.20.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3850.54.gml,0,20120,67584,11051,58515,9164,56628,67279,223243,44181,200145,40580,196544,20210,72455,10513,62758,9148,61393
grafo4085.35.gml,0,34196,114964,18666,99434,15804,96572,157038,513870,107852,464684,99313,456145,38703,138041,19040,118378,16357,115695
grafo5576.59.gml,0,43227,143541,23776,124090,20348,120662,199623,654595,136350,591322,125855,580827,51802,180204,24872,153274,21463,149865
grafo814.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo11065.100.gml,0,107630,379402,55598,327370,45550,317322,371770,1242032,243991,1114253,223191,1093453,117729,431144,56837,370252,46793,360208
grafo7144.42.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6478.38.gml,0,18351,60727,10091,52467,8826,51202,70903,233461,47789,210347,43660,206218,19561,68617,10199,59255,8902,57958
grafo7173.78.gml,0,31434,105802,16910,91278,14632,89000,112485,372167,74594,334276,68223,327905,33577,118652,16665,101740,14696,99771
grafo9428.85.gml,0,146248,519373,72535,445660,60135,433260,453048,1526781,294356,1368089,266673,1340406,157493,579339,74322,496168,61361,483207
grafo11442.33.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2456.22.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2818.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5884.55.gml,0,54398,185120,28826,159548,24686,155408,205798,680992,136916,612110,125430,600624,61742,217016,29048,184322,24672,179946
grafo1998.31.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6515.47.gml,0,22130,72706,12154,62730,10724,61300,100212,327808,68618,296214,63283,290879,25399,88067,12666,75334,11033,73701
grafo11491.96.gml,0,116910,407796,60362,351248,50952,341838,444933,1478669,295826,1329562,271324,1305060,135686,485895,63579,413788,52789,402998
grafo9984.96.gml,0,367528,1323048,180522,1136042,148220,1103740,1266793,4251391,827843,3812441,756995,3741593,418584,1554483,188723,1324622,155770,1291669
grafo3836.53.gml,0,269225,953968,136314,821057,114032,798775,1065770,3542497,710353,3187080,651757,3128484,320669,1168247,145507,993085,120232,967810
grafo7058.76.gml,0,51168,174560,27226,150618,23396,146788,206950,683888,139252,616190,128118,605056,58533,207922,28214,177603,23996,173385
grafo7042.57.gml,0,66862,231698,34774,199610,29074,193910,229408,766080,151666,688338,138102,674774,71838,260668,35388,224218,29798,218628
grafo4960.58.gml,0,36187,121449,19532,104794,16910,102172,151733,499215,102621,450103,94573,442055,40694,144495,20329,124130,17519,121320
grafo11669.39.gml,0,4114,12885,2427,11198,2132,10903,17500,57009,11997,51506,10996,50505,4090,14107,2397,12414,2098,12115
grafo3324.44.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7278.42.gml,0,8944,27620,5334,24010,4768,23444,48856,158168,33986,143298,31480,140792,10836,36038,5542,30744,4892,30094
grafo6179.45.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo642.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2956.37.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo11133.93.gml,0,187377,665059,94128,571810,78641,556323,635123,2127419,414868,1907164,378561,1870857,209195,766711,97126,654642,81197,638713
grafo5447.46.gml,0,18876,62365,10376,53865,9191,52680,82188,269207,56184,243203,51596,238615,20545,72898,10625,62978,9491,61844
grafo3275.43.gml,0,28930,95550,16144,82764,14176,80796,139268,455284,95372,411388,88247,404263,34549,120081,17122,102654,14585,100117
grafo1994.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9331.85.gml,0,81924,283716,42108,243900,35964,237756,280046,933186,183086,836226,167874,821014,89618,321768,43038,275188,36624,268774
grafo5980.40.gml,0,9184,29264,5356,25436,4726,24806,40279,131313,27618,118652,25356,116390,9703,33716,5374,29387,4713,28726
grafo10858.93.gml,0,86240,300282,44516,258558,37436,251478,318674,1058618,213076,953020,193733,933677,95111,347125,45687,297701,37720,289734
grafo3516.44.gml,0,29476,99398,16044,85966,14196,84118,116295,384147,78410,346262,71933,339785,32163,114606,16407,98850,14350,96793
grafo8335.93.gml,0,197602,705125,97752,605275,80864,588387,633894,2132127,411871,1910104,374539,1872772,219243,802842,100889,684488,84240,667839
grafo9240.77.gml,0,13668,44236,8004,38572,6956,37524,61374,200858,41992,181476,38596,178080,15158,52528,8154,45524,7054,44424
grafo11407.92.gml,0,123518,436204,62310,374996,52822,365508,386438,1302048,252196,1167806,228540,1144150,133396,485948,63546,416098,53264,405816
grafo8795.86.gml,0,113110,402534,56146,345570,47966,337390,321426,1090726,206654,975954,186394,955694,118838,435766,56574,373502,47174,364102
grafo6434.78.gml,0,47764,160671,25712,138619,22009,134916,210847,692762,143852,625767,132256,614171,55452,196976,26855,168379,22821,164345
grafo3919.38.gml,0,15630,50560,8858,43788,7614,42544,72695,237515,50013,214833,46361,211181,17598,60927,8987,52316,7759,51088
grafo2444.29.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3806.47.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2544.28.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9690.63.gml,0,81018,283206,41334,243522,35142,237330,260110,872434,170649,782973,154284,766608,86140,314413,42012,270285,34741,263014
grafo4607.82.gml,0,95277,333133,48662,286518,40412,278268,308969,1036419,202364,929814,184360,911810,102707,372985,48880,319158,41350,311628
grafo9337.86.gml,0,235166,835763,118804,719401,99104,699701,862724,2878387,570182,2585845,521118,2536781,271693,992628,124788,845723,103245,824180
grafo8130.79.gml,0,370775,1330234,182252,1141711,150059,1109518,1267972,4255399,827570,3814997,755682,3743109,420830,1559606,190317,1329093,157434,1296210
grafo10081.34.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6953.73.gml,0,130572,455182,68200,392810,57264,381874,545512,1804298,367287,1626073,337673,1596459,154246,558335,71881,475970,60175,464264
grafo3763.53.gml,0,34217,115181,18670,99634,15962,96926,128599,425203,85985,382589,78747,375351,37055,131382,18941,113268,16152,110479
grafo2629.30.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1317.68.gml,0,26012,87321,14167,75476,12136,73445,99094,327117,66519,294542,61036,289059,27500,98607,14417,85524,12198,83305
grafo10358.95.gml,0,283020,1015320,138768,871068,113156,845456,882972,2976744,568478,2662250,516900,2610672,314028,1154922,142310,983204,117360,958254
